"date";"tipo";"media_ret"
2021-10-07;"Ibovespa";0,250840379379731
2021-10-08;"Ibovespa";0,276012783316792
2021-10-11;"Ibovespa";0,268606645123285
2021-10-13;"Ibovespa";0,282955058812072
2021-10-14;"Ibovespa";0,279886937981
2021-10-15;"Ibovespa";0,296324419183791
2021-10-18;"Ibovespa";0,293834490427389
2021-10-19;"Ibovespa";0,250664542451875
2021-10-20;"Ibovespa";0,251940851886687
2021-10-21;"Ibovespa";0,216979271363652
2021-10-22;"Ibovespa";0,200614730159204
2021-10-25;"Ibovespa";0,227631111450969
2021-10-26;"Ibovespa";0,201438067248957
2021-10-27;"Ibovespa";0,200794388275814
2021-10-28;"Ibovespa";0,193342766691554
2021-10-29;"Ibovespa";0,168197935585242
2021-11-01;"Ibovespa";0,191109771250071
2021-11-03;"Ibovespa";0,191854327692925
2021-11-04;"Ibovespa";0,166708187407421
2021-11-05;"Ibovespa";0,182530784938032
2021-11-08;"Ibovespa";0,182045597805419
2021-11-09;"Ibovespa";0,190521093718078
2021-11-10;"Ibovespa";0,195395694586818
2021-11-11;"Ibovespa";0,215053405097397
2021-11-12;"Ibovespa";0,19901042744799
2021-11-16;"Ibovespa";0,178489911293785
2021-11-17;"Ibovespa";0,160731531461289
2021-11-18;"Ibovespa";0,155974914564317
2021-11-19;"Ibovespa";0,161722212402311
2021-11-22;"Ibovespa";0,151382234902312
2021-11-23;"Ibovespa";0,168626574285701
2021-11-24;"Ibovespa";0,178181008775231
2021-11-25;"Ibovespa";0,192712045397517
2021-11-26;"Ibovespa";0,151577792478439
2021-11-29;"Ibovespa";0,158205176405539
2021-11-30;"Ibovespa";0,148033357600117
2021-12-01;"Ibovespa";0,135119332951091
2021-12-02;"Ibovespa";0,175951108460053
2021-12-03;"Ibovespa";0,182730625457407
2021-12-06;"Ibovespa";0,202699155957779
2021-12-07;"Ibovespa";0,210540788740619
2021-12-08;"Ibovespa";0,21658076291643
2021-12-09;"Ibovespa";0,196094631147473
2021-12-10;"Ibovespa";0,212489926596671
2021-12-13;"Ibovespa";0,208263078316262
2021-12-14;"Ibovespa";0,201232729236267
2021-12-15;"Ibovespa";0,208076739389085
2021-12-16;"Ibovespa";0,217513573511812
2021-12-17;"Ibovespa";0,206085152193423
2021-12-20;"Ibovespa";0,181294350807303
2021-12-21;"Ibovespa";0,186681223987847
2021-12-22;"Ibovespa";0,183798194883667
2021-12-23;"Ibovespa";0,179820931163895
2021-12-27;"Ibovespa";0,186997820693795
2021-12-28;"Ibovespa";0,179471689380824
2021-12-29;"Ibovespa";0,170926350798543
2021-12-30;"Ibovespa";0,178940706002437
