"DT_REFER";"CD_CVM";"DENOM_CIA";"COLUNA_DF";"VL_CONTA"
2011;4537;"GRAZZIOTIN S.A.";"Patrimônio Líquido";291703732
2011;8192;"TREVISA INVESTIMENTOS S.A.";"Patrimônio Líquido";79964
2011;9342;"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS";"Patrimônio Líquido";199243
2011;8656;"METALURGICA GERDAU S.A.";"Patrimônio Líquido";9040054
2011;94;"PANATLANTICA S.A.";"Patrimônio Líquido";158595
2011;1210;"BCO ESTADO DO RIO GRANDE DO SUL S.A.";"Patrimônio Líquido";4582022
2011;8133;"LOJAS RENNER S.A.";"Patrimônio Líquido";1154998
2011;6173;"TAURUS ARMAS S.A.";"Patrimônio Líquido";325335
2011;2429;"IRANI PAPEL E EMBALAGEM S.A.";"Patrimônio Líquido";464230
2011;5150;"DHB IND E COMERCIO SA";"Patrimônio Líquido";-189641
2011;10960;"SPRINGER S.A.";"Patrimônio Líquido";128956
2011;21091;"DURATEX S.A.";"Patrimônio Líquido";3689209
2012;1023;"BCO BRASIL S.A.";"Patrimônio Líquido";69024508
2012;14206;"BRB BCO DE BRASILIA S.A.";"Patrimônio Líquido";956208
2012;2437;"CENTRAIS ELET BRAS S.A. - ELETROBRAS";"Patrimônio Líquido";67083945
2012;14451;"CIA ENERGETICA DE BRASILIA";"Patrimônio Líquido";591862
2012;14621;"NET SERVIÇOS DE COMUNICAÇÃO S.A.";"Patrimônio Líquido";4581541
2012;14796;"FORPART S.A. - EM LIQUIDAÇÃO";"Patrimônio Líquido";14189
2012;15083;"KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-6956834
2012;22594;"STATKRAFT ENERGIAS RENOVAVEIS S.A.";"Patrimônio Líquido";686143
2012;15091;"LITEL PARTICIPACOES S.A.";"Patrimônio Líquido";28414200
2012;20990;"AMERICANAS S.A.";"Patrimônio Líquido";969013
2012;15253;"ENERGISA S.A.";"Patrimônio Líquido";1482618
2012;15369;"FERROVIA CENTRO-ATLANTICA S.A.";"Patrimônio Líquido";1372955
2012;15652;"COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO";"Patrimônio Líquido";-849116
2012;21733;"CIELO S.A.";"Patrimônio Líquido";2277173
2012;15539;"NEOENERGIA S.A.";"Patrimônio Líquido";11544852
2012;16101;"GAFISA S.A.";"Patrimônio Líquido";2544504
2012;16233;"BELAPART SA";"Patrimônio Líquido";2760
2012;16225;"VALETRON SA";"Patrimônio Líquido";2832
2012;16292;"BRF S.A.";"Patrimônio Líquido";14538528
2012;19313;"AES ELPA S.A.";"Patrimônio Líquido";1822269
2012;23000;"LIGHT ENERGIA S.A.";"Patrimônio Líquido";578337
2012;18708;"CIA PARTICIPACOES ALIANCA DA BAHIA";"Patrimônio Líquido";548804
2012;16438;"SUL 116 PARTICIPACOES S.A.";"Patrimônio Líquido";13116
2012;16497;"EMPRESA NAC COM REDITO PART S.A.ENCORPAR";"Patrimônio Líquido";160794
2012;18287;"CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO";"Patrimônio Líquido";73615
2012;18678;"TELEMAR PARTICIPAÇÕES SA";"Patrimônio Líquido";1157080
2012;16659;"PORTO SEGURO S.A.";"Patrimônio Líquido";5062424
2012;16632;"DEXXOS PARTICIPAÇÕES S.A.";"Patrimônio Líquido";135006
2012;16675;"CEL PARTICIPAÇÕES S.A. - CELPAR";"Patrimônio Líquido";-93880581
2012;16993;"EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.";"Patrimônio Líquido";646632
2012;16950;"DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO";"Patrimônio Líquido";238677
2012;20800;"TEGMA GESTAO LOGISTICA S.A.";"Patrimônio Líquido";424064
2012;18414;"PADTEC HOLDING S.A.";"Patrimônio Líquido";118963
2012;17450;"RUMO S.A.";"Patrimônio Líquido";4203748
2012;17442;"LF TEL SA";"Patrimônio Líquido";889904
2012;18660;"CPFL ENERGIA S.A.";"Patrimônio Líquido";6896659
2012;17388;"FUTURETEL S.A.";"Patrimônio Líquido";10844
2012;17329;"ENGIE BRASIL ENERGIA S.A.";"Patrimônio Líquido";5460177
2012;17418;"TELINVEST S.A.";"Patrimônio Líquido";7315
2012;17930;"RUMO MALHA PAULISTA S.A.";"Patrimônio Líquido";466817
2012;17779;"MAORI SA";"Patrimônio Líquido";309
2012;22551;"SOMOS EDUCAÇÃO S.A.";"Patrimônio Líquido";1040468
2012;17639;"TIM PARTICIPACOES S.A.";"Patrimônio Líquido";13832870
2012;17647;"EMBRATEL PARTICIPAÇÕES SA";"Patrimônio Líquido";11067735
2012;17671;"TELEFÔNICA BRASIL S.A";"Patrimônio Líquido";44681120
2012;17493;"CAPITALPART PARTICIPAÇÕES SA";"Patrimônio Líquido";820366
2012;17558;"INNCORP S.A.";"Patrimônio Líquido";476101
2012;17922;"BRAZILIAN FINANCE E REAL ESTATE S.A.";"Patrimônio Líquido";795223
2012;17914;"MMX MINERACAO E METALICOS S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";2425542
2012;17892;"SANTOS BRASIL PARTICIPACOES S.A.";"Patrimônio Líquido";1368901
2012;17973;"COGNA EDUCAÇÃO S.A.";"Patrimônio Líquido";2246204
2012;18112;"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV";"Patrimônio Líquido";28863744
2012;18821;"CCR S.A.";"Patrimônio Líquido";3308876
2012;22454;"T4F ENTRETENIMENTO S.A.";"Patrimônio Líquido";343600
2012;18902;"VICUNHA SIDERURGIA SA";"Patrimônio Líquido";4301283
2012;20575;"JBS S.A.";"Patrimônio Líquido";20610547
2012;19771;"ARTERIS S.A.";"Patrimônio Líquido";1607084
2012;21431;"HYPERA S.A.";"Patrimônio Líquido";6868366
2012;20478;"PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL";"Patrimônio Líquido";5017300
2012;18716;"CEMIG TELECOMUNICAÇÕES S.A.";"Patrimônio Líquido";247648
2012;18350;"AES TIETE SA";"Patrimônio Líquido";1808262
2012;18376;"CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA";"Patrimônio Líquido";5078230
2012;19330;"TPI - TRIUNFO PARTICIP. E INVEST. S.A.";"Patrimônio Líquido";1843722
2012;20010;"EQUATORIAL ENERGIA S.A.";"Patrimônio Líquido";2171381
2012;19879;"LIGHT S.A.";"Patrimônio Líquido";3025683
2012;19437;"ANDRADE GUTIERREZ CONCESSOES S.A.";"Patrimônio Líquido";2504931
2012;18651;"ARAUCÁRIA PARTICIPAÇÕES SA";"Patrimônio Líquido";623948
2012;18775;"INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR";"Patrimônio Líquido";3824295
2012;18724;"BRADESPAR S.A.";"Patrimônio Líquido";9316345
2012;20788;"MARFRIG GLOBAL FOODS S.A.";"Patrimônio Líquido";4156238
2012;18953;"CPFL GERACAO DE ENERGIA S.A.";"Patrimônio Líquido";2537323
2012;19763;"EDP - ENERGIAS DO BRASIL S.A.";"Patrimônio Líquido";4463343
2012;19062;"ANDRADE GUTIERREZ PARTICIPACOES S.A.";"Patrimônio Líquido";2063329
2012;19100;"ATMA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";494281
2012;22799;"SENIOR SOLUTION S.A.";"Patrimônio Líquido";14110013
2012;18970;"AES TIETE ENERGIA SA";"Patrimônio Líquido";4254798
2012;19453;"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"Patrimônio Líquido";2107576
2012;18961;"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.";"Patrimônio Líquido";2209139
2012;21237;"ENEVA S.A";"Patrimônio Líquido";2549600
2012;21555;"UNIDAS S.A.";"Patrimônio Líquido";613381
2012;19305;"BIOMM S.A.";"Patrimônio Líquido";-21995
2012;20613;"METALFRIO SOLUTIONS S.A.";"Patrimônio Líquido";263103
2012;23221;"SER EDUCACIONAL S.A.";"Patrimônio Líquido";193175
2012;21717;"TARPON INVESTIMENTOS S.A.";"Patrimônio Líquido";25518
2012;80101;"SOLVAY INDUPA SAIC";"Patrimônio Líquido";485641
2012;80047;"WILSON SONS LTD.";"Patrimônio Líquido";1017906
2012;20354;"TERRA SANTA AGRO S.A.";"Patrimônio Líquido";1490322
2012;22357;"ALIANSCE SONAE SHOPPING CENTERS S.A.";"Patrimônio Líquido";2091702
2012;21300;"ALIANSCE SHOPPING CENTERS S.A.";"Patrimônio Líquido";1760540
2012;19569;"GOL LINHAS AEREAS INTELIGENTES S.A.";"Patrimônio Líquido";732828
2012;23035;"LINX S.A.";"Patrimônio Líquido";233443
2012;19917;"TEMPO PARTICIPAÇOES S/A";"Patrimônio Líquido";279319
2012;19909;"BR MALLS PARTICIPACOES S.A.";"Patrimônio Líquido";8188805
2012;19925;"BR PROPERTIES S.A.";"Patrimônio Líquido";7943692
2012;20320;"CEMIG GERACAO E TRANSMISSAO S.A.";"Patrimônio Líquido";5406406
2012;20338;"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS";"Patrimônio Líquido";2410618
2012;5991;"VICUNHA TEXTIL SA";"Patrimônio Líquido";978718
2012;22810;"ELDORADO BRASIL CELULOSE S.A.";"Patrimônio Líquido";1735148
2012;21113;"BANCO INDUSTRIAL E COMERCIAL S/A";"Patrimônio Líquido";1983846
2012;20036;"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS";"Patrimônio Líquido";558968
2012;20087;"EMBRAER S.A.";"Patrimônio Líquido";6658692
2012;20265;"BROOKFIELD INCORPORAÇÕES S.A.";"Patrimônio Líquido";2853739
2012;20966;"SPRINGS GLOBAL PARTICIPACOES S.A.";"Patrimônio Líquido";1210651
2012;20982;"MULTIPLAN - EMPREEND IMOBILIARIOS S.A.";"Patrimônio Líquido";3205209
2012;20630;"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.";"Patrimônio Líquido";388586
2012;80020;"GP INVESTMENTS, LTD.";"Patrimônio Líquido";1143044
2012;20257;"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.";"Patrimônio Líquido";4097243
2012;20184;"CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO";"Patrimônio Líquido";717377
2012;20168;"ÓLEO E GÁS PARTICIPAÇÕES S.A.";"Patrimônio Líquido";7699213
2012;20435;"TECNISA S.A.";"Patrimônio Líquido";1313293
2012;20370;"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.";"Patrimônio Líquido";519959
2012;23175;"IGUA SANEAMENTO S.A.";"Patrimônio Líquido";228866
2012;20605;"JHSF PARTICIPACOES S.A.";"Patrimônio Líquido";1285183
2012;20770;"EZ TEC EMPREEND. E PARTICIPACOES S.A.";"Patrimônio Líquido";1654661
2012;20915;"MRV ENGENHARIA E PARTICIPACOES S.A.";"Patrimônio Líquido";3801633
2012;21490;"ALUPAR INVESTIMENTO S/A";"Patrimônio Líquido";1634131
2012;4669;"GUARARAPES CONFECCOES S.A.";"Patrimônio Líquido";2526929
2012;20540;"CPFL ENERGIAS RENOVÁVEIS S.A.";"Patrimônio Líquido";3290734
2012;21709;"CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES";"Patrimônio Líquido";114880
2012;21636;"RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";992140
2012;21393;"CIA CELG DE PARTICIPACOES - CELGPAR";"Patrimônio Líquido";-2119139
2012;21180;"BRASIL BROKERS PARTICIPACOES S.A.";"Patrimônio Líquido";671408
2012;20850;"ALLIS PARTICIPAÇÕES S.A.";"Patrimônio Líquido";25950
2012;20842;"MAGNESITA REFRATARIOS S.A.";"Patrimônio Líquido";2792256
2012;20907;"BHG S.A. - BRAZIL HOSPITALITY GROUP";"Patrimônio Líquido";755466
2012;21482;"PRUMO LOGISTICA SA";"Patrimônio Líquido";876360
2012;21008;"GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.";"Patrimônio Líquido";242873
2012;21040;"CYRELA COMMERCIAL PROPERT S.A. EMPR PART";"Patrimônio Líquido";628503
2012;21016;"YDUQS PARTICIPACOES S.A.";"Patrimônio Líquido";707035
2012;21130;"TRISUL S.A.";"Patrimônio Líquido";486375
2012;21903;"ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.";"Patrimônio Líquido";776115
2012;80063;"BCO PATAGONIA S.A.";"Patrimônio Líquido";1479521
2012;80071;"COSAN LIMITED";"Patrimônio Líquido";5577323
2012;80098;"LAEP INVESTMENTS LTD";"Patrimônio Líquido";-413835
2012;21520;"MULTINER S/A";"Patrimônio Líquido";266667
2012;22438;"INTERNATIONAL MEAL COMPANY HOLDINGS S/A";"Patrimônio Líquido";879037
2012;80080;"AGRENCO LIMITED";"Patrimônio Líquido";-1112628
2012;23272;"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES";"Patrimônio Líquido";435767
2012;22560;"INBRANDS S.A.";"Patrimônio Líquido";346393
2012;21342;"OSX BRASIL S.A.";"Patrimônio Líquido";3252426
2012;22110;"OMEGA ENERGIA RENOVÁVEL S/A";"Patrimônio Líquido";515483
2012;23248;"ANIMA HOLDING S.A.";"Patrimônio Líquido";18357
2012;22519;"TECHNOS S.A.";"Patrimônio Líquido";407784
2012;21610;"B3 S.A. - BRASIL, BOLSA, BALCÃO";"Patrimônio Líquido";19397918
2012;21792;"CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS";"Patrimônio Líquido";1428082
2012;21563;"BERNA PARTICIPAÇÕES SA";"Patrimônio Líquido";191436
2012;21601;"BASEL PARTICIPAÇÕES S/A";"Patrimônio Líquido";59466
2012;21580;"BELMONTE PARTICIPAÇÕES SA";"Patrimônio Líquido";260902
2012;21806;"AGV HOLDING S/A";"Patrimônio Líquido";148445
2012;21652;"CTX PARTICIPAÇÕES S/A";"Patrimônio Líquido";97447
2012;22691;"CIA LOCAÇÃO DAS AMÉRICAS";"Patrimônio Líquido";301795
2012;22144;"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.";"Patrimônio Líquido";1245679
2012;21725;"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.";"Patrimônio Líquido";-18386
2012;22187;"PETRO RIO S.A.";"Patrimônio Líquido";3659377
2012;23310;"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.";"Patrimônio Líquido";210632
2012;22500;"BRASIL PHARMA S.A.";"Patrimônio Líquido";1543120
2012;80110;"DUFRY A.G.";"Patrimônio Líquido";2767091
2012;22136;"TEREOS INTERNACIONAL S/A";"Patrimônio Líquido";2861000
2012;22365;"ENAUTA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";2227797
2012;22217;"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.";"Patrimônio Líquido";503779
2012;22497;"QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.";"Patrimônio Líquido";1997030
2012;22209;"PASCRO PARTICIPAÇÕES S.A.";"Patrimônio Líquido";-13209
2012;21067;"MOURA DUBEUX ENGENHARIA S/A";"Patrimônio Líquido";468929
2012;22128;"REDENTOR ENERGIA S/A";"Patrimônio Líquido";424220
2012;22675;"HIDROVIAS DO BRASIL S.A.";"Patrimônio Líquido";226504
2012;22772;"VIGOR ALIMENTOS S.A.";"Patrimônio Líquido";1224289
2012;22586;"MLOG S.A.";"Patrimônio Líquido";1355218
2012;22667;"NAOMI PARTICIPAÇÕES S.A.";"Patrimônio Líquido";481893
2012;80136;"TGLT S/A";"Patrimônio Líquido";132421177
2012;1597;"PARTICIPAÇÕES INDUST. DO NORDESTE S.A.";"Patrimônio Líquido";141596
2012;80144;"PACIFIC RUBIALES ENERGY CORP.";"Patrimônio Líquido";8131568
2012;12696;"SANSUY S.A. INDUSTRIA DE PLASTICOS";"Patrimônio Líquido";-307097
2012;21156;"J. MACEDO S.A.";"Patrimônio Líquido";380162
2012;80152;"PPLA PARTICIPATIONS LTD.";"Patrimônio Líquido";599708
2012;4863;"CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA";"Patrimônio Líquido";7426
2012;11398;"TRONOX PIGMENTOS DO BRASIL S.A.";"Patrimônio Líquido";412375
2012;3069;"CIA FERRO LIGAS DA BAHIA - FERBASA";"Patrimônio Líquido";1158903
2012;3115;"CIA SEGUROS ALIANCA DA BAHIA";"Patrimônio Líquido";178524
2012;22845;"BIOSEV S.A.";"Patrimônio Líquido";2465262
2012;23116;"FINPAR PARTICIPAÇÕES S/A";"Patrimônio Líquido";4633
2012;8745;"METANOR SA METANOL DO NE";"Patrimônio Líquido";41938
2012;13986;"SUZANO S.A.";"Patrimônio Líquido";11002078
2012;22349;"AREZZO INDÚSTRIA E COMÉRCIO S.A.";"Patrimônio Líquido";453899
2012;21350;"DIRECIONAL ENGENHARIA S.A.";"Patrimônio Líquido";1327992
2012;19739;"LOCALIZA RENT A CAR S.A.";"Patrimônio Líquido";1324753
2012;2453;"CIA ENERGETICA DE MINAS GERAIS - CEMIG";"Patrimônio Líquido";12044062
2012;5983;"FIACAO TEC SAO JOSE S.A.";"Patrimônio Líquido";-117660
2012;9954;"ALFA HOLDINGS S.A.";"Patrimônio Líquido";704176
2012;1325;"BCO MERCANTIL DO BRASIL S.A.";"Patrimônio Líquido";812313
2012;4707;"CONSORCIO ALFA DE ADMINISTRACAO S.A.";"Patrimônio Líquido";819079
2012;3077;"CIA FIACAO TECIDOS CEDRO CACHOEIRA";"Patrimônio Líquido";297116
2012;19445;"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG";"Patrimônio Líquido";4990264
2012;23574;"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.";"Patrimônio Líquido";134762
2012;23159;"BB SEGURIDADE PARTICIPAÇÕES S.A.";"Patrimônio Líquido";5638374
2012;3395;"CIA INDUSTRIAL CATAGUASES";"Patrimônio Líquido";143750
2012;4081;"CIA TECIDOS SANTANENSE";"Patrimônio Líquido";245031
2012;22373;"ELETROSOM S/A";"Patrimônio Líquido";87002
2012;20621;"FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";471146
2012;3158;"CIA TECIDOS NORTE DE MINAS COTEMINAS";"Patrimônio Líquido";1062366
2012;14133;"TEC TOY S.A.";"Patrimônio Líquido";8364
2012;15300;"RUMO MALHA NORTE S.A.";"Patrimônio Líquido";1514474
2012;11800;"WEMBLEY SOCIEDADE ANÔNIMA";"Patrimônio Líquido";323281
2012;1155;"BANESTES S.A. - BCO EST ESPIRITO SANTO";"Patrimônio Líquido";876415
2012;20958;"BCO ABC BRASIL S.A.";"Patrimônio Líquido";1735481
2012;12866;"INDÚSTRIA VEROLME S.A. - IVESA";"Patrimônio Líquido";-991875
2012;13781;"SAO CARLOS EMPREEND E PARTICIPACOES S.A.";"Patrimônio Líquido";896658
2012;21121;"SUL AMERICA S.A.";"Patrimônio Líquido";3352047
2012;22616;"BCO BTG PACTUAL S.A.";"Patrimônio Líquido";10354701
2012;13366;"HAGA S.A. INDUSTRIA E COMERCIO";"Patrimônio Líquido";-92298672
2012;21377;"BANCO INDUSTRIAL DO BRASIL";"Patrimônio Líquido";432961
2012;21202;"VIX LOGÍSTICA S/A";"Patrimônio Líquido";207623
2012;9512;"PETROLEO BRASILEIRO S.A. PETROBRAS";"Patrimônio Líquido";343079673
2012;4057;"SOUZA CRUZ SA";"Patrimônio Líquido";2365463
2012;8087;"LOJAS AMERICANAS S.A.";"Patrimônio Líquido";809472
2012;7811;"JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";632950
2012;22829;"CIMENTO TUPI S.A.";"Patrimônio Líquido";329935
2012;6505;"VIA VAREJO S.A.";"Patrimônio Líquido";2954714
2012;4030;"CIA SIDERURGICA NACIONAL";"Patrimônio Líquido";8616897
2012;8893;"MONTEIRO ARANHA S.A.";"Patrimônio Líquido";1235572
2012;20028;"VALID SOLUÇÕES S.A.";"Patrimônio Líquido";512449
2012;10596;"SERGEN SERVS GERAIS DE ENG SA";"Patrimônio Líquido";12395132
2012;6700;"HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-161109
2012;11070;"WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.";"Patrimônio Líquido";491965
2012;18465;"ULTRAPAR PARTICIPACOES S.A.";"Patrimônio Líquido";5990241
2012;10880;"SONDOTECNICA ENGENHARIA SOLOS S.A.";"Patrimônio Líquido";144613
2012;9989;"REFINARIA DE PETROLEOS MANGUINHOS S.A.";"Patrimônio Líquido";-522031
2012;3182;"DOCAS INVESTIMENTOS SA";"Patrimônio Líquido";-357336
2012;11231;"TEKNO S.A. - INDUSTRIA E COMERCIO";"Patrimônio Líquido";223741
2012;3328;"CIA HIDRO ELÉTRICA DO SÃO FRANCISCO";"Patrimônio Líquido";11671459
2012;4170;"VALE S.A.";"Patrimônio Líquido";152388190
2012;3980;"GERDAU S.A.";"Patrimônio Líquido";27245604
2012;80128;"LATAM AIRLINES GROUP S.A.";"Patrimônio Líquido";10507847
2012;11592;"UNIPAR CARBOCLORO S.A.";"Patrimônio Líquido";411906
2012;21172;"AMIL PARTICIPAÇÕES S/A";"Patrimônio Líquido";1532983
2012;4820;"BRASKEM S.A.";"Patrimônio Líquido";8575987
2012;20710;"LOG-IN LOGISTICA INTERMODAL S.A.";"Patrimônio Líquido";530657
2012;15458;"EMBPAR PARTICIPAÇÕES S/A";"Patrimônio Líquido";-65314
2012;6815;"IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL";"Patrimônio Líquido";-55710
2012;20524;"EVEN CONSTRUTORA E INCORPORADORA S.A.";"Patrimônio Líquido";1769440
2012;14443;"CIA SANEAMENTO BASICO EST SAO PAULO";"Patrimônio Líquido";11715577
2012;12220;"USINA COSTA PINTO SA ACUC ALC";"Patrimônio Líquido";880361
2012;20346;"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.";"Patrimônio Líquido";561138
2012;701;"BAHEMA EDUCAÇÃO S.A.";"Patrimônio Líquido";50715
2012;4774;"CONSTRUTORA LIX DA CUNHA S.A.";"Patrimônio Líquido";45191
2012;14826;"CIA BRASILEIRA DE DISTRIBUICAO";"Patrimônio Líquido";8494725
2012;22470;"MAGAZINE LUIZA S.A.";"Patrimônio Líquido";615992
2012;20877;"HELBOR EMPREENDIMENTOS S.A.";"Patrimônio Líquido";1037896
2012;12190;"BOMBRIL S.A.";"Patrimônio Líquido";-19065
2012;19836;"COSAN S.A.";"Patrimônio Líquido";9151793
2012;11762;"VULCABRAS S.A.";"Patrimônio Líquido";5489
2012;21334;"NUTRIPLANT INDUSTRIA E COMERCIO S.A.";"Patrimônio Líquido";32619
2012;20494;"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A";"Patrimônio Líquido";1773112
2012;20516;"SAO MARTINHO S.A.";"Patrimônio Líquido";2024678
2012;13471;"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.";"Patrimônio Líquido";421367
2012;22020;"JSL S.A.";"Patrimônio Líquido";949853
2012;19992;"TOTVS S.A.";"Patrimônio Líquido";913146
2012;12262;"JPSP INVESTIMENTOS E PARTICIPAÇÕES S/A";"Patrimônio Líquido";840186
2012;12530;"ITAUTEC S.A. - GRUPO ITAUTEC";"Patrimônio Líquido";542866
2012;5770;"EUCATEX S.A. INDUSTRIA E COMERCIO";"Patrimônio Líquido";1068651
2012;7510;"INDUSTRIAS ROMI S.A.";"Patrimônio Líquido";635527
2012;14559;"M&G POLIÉSTER SA";"Patrimônio Líquido";165493
2012;1694;"BICICLETAS MONARK S.A.";"Patrimônio Líquido";192784
2012;20125;"ODONTOPREV S.A.";"Patrimônio Líquido";700013
2012;22381;"AUTOMETAL S.A.";"Patrimônio Líquido";1139502
2012;14346;"WHIRLPOOL S.A.";"Patrimônio Líquido";2029144
2012;21199;"BCO PAN S.A.";"Patrimônio Líquido";2365955
2012;9393;"PARANAPANEMA S.A.";"Patrimônio Líquido";1461730
2012;8575;"MAHLE-METAL LEVE S.A.";"Patrimônio Líquido";1349080
2012;10472;"SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";515884
2012;8672;"JEREISSATI PARTICIPACOES S.A.";"Patrimônio Líquido";1672318
2012;12793;"FIBRIA CELULOSE S.A.";"Patrimônio Líquido";15155756
2012;9067;"SUZANO HOLDING S.A.";"Patrimônio Líquido";2823906
2012;3654;"CIA MELHORAMENTOS DE SAO PAULO";"Patrimônio Líquido";833415
2012;906;"BCO BRADESCO S.A.";"Patrimônio Líquido";71137709
2012;1384;"BCO ALFA DE INVESTIMENTO S.A.";"Patrimônio Líquido";1157711
2012;21881;"FLEURY S.A.";"Patrimônio Líquido";1705908
2012;1520;"BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";399182
2012;19348;"ITAU UNIBANCO HOLDING S.A.";"Patrimônio Líquido";75902000
2012;20680;"BANCO SOFISA SA";"Patrimônio Líquido";792820
2012;14320;"USINAS SID DE MINAS GERAIS S.A.-USIMINAS";"Patrimônio Líquido";16608429
2012;4723;"CONSTRUTORA ADOLPHO LINDENBERG S.A.";"Patrimônio Líquido";-5818
2012;20885;"BCO INDUSVAL S.A.";"Patrimônio Líquido";587709
2012;8397;"MANGELS INDUSTRIAL S.A.";"Patrimônio Líquido";27201
2012;16306;"ROSSI RESIDENCIAL S.A.";"Patrimônio Líquido";2298112
2012;9040;"NADIR FIGUEIREDO IND E COM S.A.";"Patrimônio Líquido";301956
2012;10456;"ALPARGATAS S.A.";"Patrimônio Líquido";1655624
2012;8427;"MANUFATURA DE BRINQUEDOS ESTRELA S.A.";"Patrimônio Líquido";-213481
2012;2100;"CAMBUCI S.A.";"Patrimônio Líquido";29195
2012;5762;"ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";479520
2012;11932;"IOCHPE MAXION S.A.";"Patrimônio Líquido";913038
2012;12823;"SIDERURGICA J. L. ALIPERTI S.A.";"Patrimônio Líquido";246740
2012;22055;"MARISA LOJAS S.A.";"Patrimônio Líquido";1039049
2012;11975;"AZEVEDO E TRAVASSOS S.A.";"Patrimônio Líquido";32153
2012;1562;"BAUMER S.A.";"Patrimônio Líquido";55682
2012;19623;"DIAGNOSTICOS DA AMERICA S.A.";"Patrimônio Líquido";2606810
2012;7617;"ITAÚSA S.A.";"Patrimônio Líquido";30027000
2012;19798;"PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A";"Patrimônio Líquido";184444
2012;3190;"REDE ENERGIA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";-530919
2012;5258;"RAIA DROGASIL S.A.";"Patrimônio Líquido";2264659
2012;22993;"COMPANHIA DE CRÉDITO FINANCIAMENTO E INVESTIMENTO RCI BRASIL";"Patrimônio Líquido";987009
2012;20567;"BCO PINE S.A.";"Patrimônio Líquido";1249362
2012;20796;"BCO DAYCOVAL S.A.";"Patrimônio Líquido";2191901
2012;20451;"RNI NEGÓCIOS IMOBILIÁRIOS S.A.";"Patrimônio Líquido";776595
2012;20702;"VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";589319
2012;20931;"MINERVA S.A.";"Patrimônio Líquido";751889
2012;21032;"ALGAR TELECOM S/A";"Patrimônio Líquido";622465
2012;21148;"CONSTRUTORA TENDA S.A.";"Patrimônio Líquido";1845739
2012;19550;"NATURA COSMETICOS S.A.";"Patrimônio Líquido";1306096
