"DT_REFER";"CD_CVM";"DENOM_CIA";"COLUNA_DF";"VL_CONTA"
2016;18708;"CIA PARTICIPACOES ALIANCA DA BAHIA";"Patrimônio Líquido";507694
2016;16497;"EMPRESA NAC COM REDITO PART S.A.ENCORPAR";"Patrimônio Líquido";83863
2016;18287;"CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO";"Patrimônio Líquido";74439
2016;16659;"PORTO SEGURO S.A.";"Patrimônio Líquido";6999066
2016;16632;"DEXXOS PARTICIPAÇÕES S.A.";"Patrimônio Líquido";19319
2016;16993;"EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.";"Patrimônio Líquido";722939
2016;20800;"TEGMA GESTAO LOGISTICA S.A.";"Patrimônio Líquido";375077
2016;18414;"PADTEC HOLDING S.A.";"Patrimônio Líquido";-10769
2016;23434;"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";34118
2016;17450;"RUMO S.A.";"Patrimônio Líquido";5404695
2016;18660;"CPFL ENERGIA S.A.";"Patrimônio Líquido";7970021
2016;17329;"ENGIE BRASIL ENERGIA S.A.";"Patrimônio Líquido";6611227
2016;17418;"TELINVEST S.A.";"Patrimônio Líquido";-10
2016;22551;"SOMOS EDUCAÇÃO S.A.";"Patrimônio Líquido";833953
2016;17639;"TIM PARTICIPACOES S.A.";"Patrimônio Líquido";17187513
2016;17671;"TELEFÔNICA BRASIL S.A";"Patrimônio Líquido";69244419
2016;17493;"CAPITALPART PARTICIPAÇÕES SA";"Patrimônio Líquido";-328390
2016;17558;"INNCORP S.A.";"Patrimônio Líquido";-194190
2016;17914;"MMX MINERACAO E METALICOS S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-473429
2016;17892;"SANTOS BRASIL PARTICIPACOES S.A.";"Patrimônio Líquido";1389132
2016;17973;"COGNA EDUCAÇÃO S.A.";"Patrimônio Líquido";13849364
2016;18821;"CCR S.A.";"Patrimônio Líquido";3904195
2016;22454;"T4F ENTRETENIMENTO S.A.";"Patrimônio Líquido";285473
2016;20575;"JBS S.A.";"Patrimônio Líquido";23771325
2016;19771;"ARTERIS S.A.";"Patrimônio Líquido";4528623
2016;21431;"HYPERA S.A.";"Patrimônio Líquido";8810602
2016;20478;"PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL";"Patrimônio Líquido";-3372201
2016;18368;"RIO PARANAPANEMA ENERGIA S.A.";"Patrimônio Líquido";1771988
2016;18376;"CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA";"Patrimônio Líquido";10118390
2016;19330;"TPI - TRIUNFO PARTICIP. E INVEST. S.A.";"Patrimônio Líquido";975591
2016;20010;"EQUATORIAL ENERGIA S.A.";"Patrimônio Líquido";4023998
2016;19879;"LIGHT S.A.";"Patrimônio Líquido";3353796
2016;19437;"ANDRADE GUTIERREZ CONCESSOES S.A.";"Patrimônio Líquido";1938451
2016;18775;"INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR";"Patrimônio Líquido";3136200
2016;18724;"BRADESPAR S.A.";"Patrimônio Líquido";7910913
2016;20788;"MARFRIG GLOBAL FOODS S.A.";"Patrimônio Líquido";906616
2016;23736;"FORNO DE MINAS ALIMENTOS S.A.";"Patrimônio Líquido";88155
2016;18953;"CPFL GERACAO DE ENERGIA S.A.";"Patrimônio Líquido";2158385
2016;19763;"EDP - ENERGIAS DO BRASIL S.A.";"Patrimônio Líquido";7523306
2016;19062;"ANDRADE GUTIERREZ PARTICIPACOES S.A.";"Patrimônio Líquido";1486856
2016;19100;"ATMA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";12830
2016;22799;"SENIOR SOLUTION S.A.";"Patrimônio Líquido";70249
2016;18970;"AES TIETE ENERGIA SA";"Patrimônio Líquido";1578099
2016;19453;"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"Patrimônio Líquido";499964
2016;21237;"ENEVA S.A";"Patrimônio Líquido";4493678
2016;21555;"UNIDAS S.A.";"Patrimônio Líquido";776682
2016;19305;"BIOMM S.A.";"Patrimônio Líquido";65929
2016;20613;"METALFRIO SOLUTIONS S.A.";"Patrimônio Líquido";83259
2016;23221;"SER EDUCACIONAL S.A.";"Patrimônio Líquido";950400
2016;21717;"TARPON INVESTIMENTOS S.A.";"Patrimônio Líquido";48192
2016;80160;"BANCO SANTANDER S.A.";"Patrimônio Líquido";311958000
2016;80047;"WILSON SONS LTD.";"Patrimônio Líquido";1680776
2016;20354;"TERRA SANTA AGRO S.A.";"Patrimônio Líquido";977636
2016;22357;"ALIANSCE SONAE SHOPPING CENTERS S.A.";"Patrimônio Líquido";2476695
2016;21300;"ALIANSCE SHOPPING CENTERS S.A.";"Patrimônio Líquido";2404431
2016;19569;"GOL LINHAS AEREAS INTELIGENTES S.A.";"Patrimônio Líquido";-3649998
2016;23035;"LINX S.A.";"Patrimônio Líquido";1153278
2016;19909;"BR MALLS PARTICIPACOES S.A.";"Patrimônio Líquido";9368888
2016;19925;"BR PROPERTIES S.A.";"Patrimônio Líquido";4729143
2016;20320;"CEMIG GERACAO E TRANSMISSAO S.A.";"Patrimônio Líquido";4583194
2016;23531;"CLARO TELECOM PARTICIPAÇÕES S.A.";"Patrimônio Líquido";8004690
2016;20338;"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS";"Patrimônio Líquido";4333606
2016;22810;"ELDORADO BRASIL CELULOSE S.A.";"Patrimônio Líquido";1323746
2016;23965;"CINESYSTEM S.A.";"Patrimônio Líquido";29697
2016;23264;"AMBEV S.A.";"Patrimônio Líquido";44825048
2016;24260;"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.";"Patrimônio Líquido";418263
2016;20036;"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS";"Patrimônio Líquido";686015
2016;20087;"EMBRAER S.A.";"Patrimônio Líquido";12543600
2016;20966;"SPRINGS GLOBAL PARTICIPACOES S.A.";"Patrimônio Líquido";1023136
2016;20982;"MULTIPLAN - EMPREEND IMOBILIARIOS S.A.";"Patrimônio Líquido";4450170
2016;20630;"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.";"Patrimônio Líquido";188761
2016;80020;"GP INVESTMENTS, LTD.";"Patrimônio Líquido";1087709
2016;20257;"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.";"Patrimônio Líquido";4307588
2016;20184;"CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO";"Patrimônio Líquido";-29271
2016;20435;"TECNISA S.A.";"Patrimônio Líquido";1420976
2016;23230;"RAIZEN ENERGIA S.A.";"Patrimônio Líquido";8556196
2016;20370;"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.";"Patrimônio Líquido";150732
2016;23175;"IGUA SANEAMENTO S.A.";"Patrimônio Líquido";130018
2016;20605;"JHSF PARTICIPACOES S.A.";"Patrimônio Líquido";2205043
2016;20770;"EZ TEC EMPREEND. E PARTICIPACOES S.A.";"Patrimônio Líquido";2827829
2016;20915;"MRV ENGENHARIA E PARTICIPACOES S.A.";"Patrimônio Líquido";5183729
2016;21490;"ALUPAR INVESTIMENTO S/A";"Patrimônio Líquido";2899182
2016;4669;"GUARARAPES CONFECCOES S.A.";"Patrimônio Líquido";3616350
2016;20540;"CPFL ENERGIAS RENOVÁVEIS S.A.";"Patrimônio Líquido";4324588
2016;21709;"CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES";"Patrimônio Líquido";121431
2016;21636;"RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";1955598
2016;21393;"CIA CELG DE PARTICIPACOES - CELGPAR";"Patrimônio Líquido";-1900626
2016;21180;"BRASIL BROKERS PARTICIPACOES S.A.";"Patrimônio Líquido";290713
2016;20842;"MAGNESITA REFRATARIOS S.A.";"Patrimônio Líquido";1945730
2016;21482;"PRUMO LOGISTICA SA";"Patrimônio Líquido";3149020
2016;21008;"GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.";"Patrimônio Líquido";973225
2016;20818;"ISEC SECURITIZADORA S.A.";"Patrimônio Líquido";1984212
2016;23930;"BRASILIANA PARTICIPAÇÕES S/A";"Patrimônio Líquido";67349
2016;21040;"CYRELA COMMERCIAL PROPERT S.A. EMPR PART";"Patrimônio Líquido";1175680
2016;21016;"YDUQS PARTICIPACOES S.A.";"Patrimônio Líquido";2434673
2016;21130;"TRISUL S.A.";"Patrimônio Líquido";504174
2016;23396;"AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.";"Patrimônio Líquido";1042988
2016;21903;"ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.";"Patrimônio Líquido";878786
2016;80063;"BCO PATAGONIA S.A.";"Patrimônio Líquido";2023525
2016;80071;"COSAN LIMITED";"Patrimônio Líquido";6272463
2016;23493;"DOMMO ENERGIA S.A.";"Patrimônio Líquido";-931287
2016;21520;"MULTINER S/A";"Patrimônio Líquido";-115536
2016;23272;"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES";"Patrimônio Líquido";1774157
2016;22560;"INBRANDS S.A.";"Patrimônio Líquido";447868
2016;21342;"OSX BRASIL S.A.";"Patrimônio Líquido";-2845933
2016;23426;"OMEGA GERAÇÃO S.A.";"Patrimônio Líquido";295534
2016;23248;"ANIMA HOLDING S.A.";"Patrimônio Líquido";635692
2016;22519;"TECHNOS S.A.";"Patrimônio Líquido";463773
2016;24112;"AZUL S.A.";"Patrimônio Líquido";1001987
2016;21610;"B3 S.A. - BRASIL, BOLSA, BALCÃO";"Patrimônio Líquido";19066470
2016;21792;"CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS";"Patrimônio Líquido";1834541
2016;21601;"BASEL PARTICIPAÇÕES S/A";"Patrimônio Líquido";111139
2016;22144;"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.";"Patrimônio Líquido";1349923
2016;21725;"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.";"Patrimônio Líquido";-4232
2016;22187;"PETRO RIO S.A.";"Patrimônio Líquido";834152
2016;23728;"PRÁTICA PARTICIPAÇÕES S/A";"Patrimônio Líquido";44867
2016;23310;"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.";"Patrimônio Líquido";626693
2016;24350;"FLEX GESTÃO DE RELACIONAMENTOS S.A.";"Patrimônio Líquido";61724
2016;23710;"BR HOME CENTERS S.A.";"Patrimônio Líquido";-3702
2016;23604;"YOU INC INCORPORADORA E PARTICIPAÇÃO S.A";"Patrimônio Líquido";5054
2016;22500;"BRASIL PHARMA S.A.";"Patrimônio Líquido";304336
2016;80110;"DUFRY A.G.";"Patrimônio Líquido";9803232
2016;22136;"TEREOS INTERNACIONAL S/A";"Patrimônio Líquido";3889000
2016;22365;"ENAUTA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";2779647
2016;22217;"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.";"Patrimônio Líquido";341486
2016;22497;"QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.";"Patrimônio Líquido";2063510
2016;21067;"MOURA DUBEUX ENGENHARIA S/A";"Patrimônio Líquido";362437
2016;22675;"HIDROVIAS DO BRASIL S.A.";"Patrimônio Líquido";1180830
2016;22586;"MLOG S.A.";"Patrimônio Líquido";836804
2016;24317;"BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA";"Patrimônio Líquido";540320
2016;23957;"SUGOI S.A.";"Patrimônio Líquido";11518
2016;22667;"NAOMI PARTICIPAÇÕES S.A.";"Patrimônio Líquido";526758
2016;1597;"PARTICIPAÇÕES INDUST. DO NORDESTE S.A.";"Patrimônio Líquido";1042525
2016;12696;"SANSUY S.A. INDUSTRIA DE PLASTICOS";"Patrimônio Líquido";-740582
2016;23620;"CBO HOLDING S.A.";"Patrimônio Líquido";919417
2016;21156;"J. MACEDO S.A.";"Patrimônio Líquido";549180
2016;4863;"CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA";"Patrimônio Líquido";4481
2016;11398;"TRONOX PIGMENTOS DO BRASIL S.A.";"Patrimônio Líquido";421779
2016;3069;"CIA FERRO LIGAS DA BAHIA - FERBASA";"Patrimônio Líquido";1352254
2016;3115;"CIA SEGUROS ALIANCA DA BAHIA";"Patrimônio Líquido";208633
2016;22845;"BIOSEV S.A.";"Patrimônio Líquido";196358
2016;23140;"SMILES S.A.";"Patrimônio Líquido";635347
2016;8745;"METANOR SA METANOL DO NE";"Patrimônio Líquido";22291
2016;13986;"SUZANO S.A.";"Patrimônio Líquido";10143494
2016;22349;"AREZZO INDÚSTRIA E COMÉRCIO S.A.";"Patrimônio Líquido";669699
2016;21350;"DIRECIONAL ENGENHARIA S.A.";"Patrimônio Líquido";1594183
2016;19739;"LOCALIZA RENT A CAR S.A.";"Patrimônio Líquido";2196990
2016;2453;"CIA ENERGETICA DE MINAS GERAIS - CEMIG";"Patrimônio Líquido";12930281
2016;5983;"FIACAO TEC SAO JOSE S.A.";"Patrimônio Líquido";-169509
2016;1325;"BCO MERCANTIL DO BRASIL S.A.";"Patrimônio Líquido";761522
2016;4707;"CONSORCIO ALFA DE ADMINISTRACAO S.A.";"Patrimônio Líquido";1044205
2016;3077;"CIA FIACAO TECIDOS CEDRO CACHOEIRA";"Patrimônio Líquido";58874
2016;19445;"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG";"Patrimônio Líquido";5939687
2016;23574;"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.";"Patrimônio Líquido";1030654
2016;23159;"BB SEGURIDADE PARTICIPAÇÕES S.A.";"Patrimônio Líquido";8289065
2016;23485;"COSAN LOGISTICA S.A.";"Patrimônio Líquido";1540225
2016;23868;"CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL";"Patrimônio Líquido";373210
2016;24236;"PRINER SERVIÇOS INDUSTRIAIS S.A.";"Patrimônio Líquido";55790
2016;22942;"MGI - MINAS GERAIS PARTICIPAÇÕES S.A.";"Patrimônio Líquido";177932
2016;24090;"INSTITUTO HERMES PARDINI S.A.";"Patrimônio Líquido";405979
2016;3395;"CIA INDUSTRIAL CATAGUASES";"Patrimônio Líquido";146574
2016;80179;"BIOTOSCANA INVESTMENTS S.A.";"Patrimônio Líquido";163706575
2016;23507;"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.";"Patrimônio Líquido";376334
2016;4081;"CIA TECIDOS SANTANENSE";"Patrimônio Líquido";247420
2016;23825;"MOVIDA PARTICIPACOES SA";"Patrimônio Líquido";721765
2016;23795;"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.";"Patrimônio Líquido";3770185
2016;3158;"CIA TECIDOS NORTE DE MINAS COTEMINAS";"Patrimônio Líquido";720216
2016;14133;"TEC TOY S.A.";"Patrimônio Líquido";-28773
2016;24120;"ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A";"Patrimônio Líquido";48890
2016;1155;"BANESTES S.A. - BCO EST ESPIRITO SANTO";"Patrimônio Líquido";1265355
2016;20958;"BCO ABC BRASIL S.A.";"Patrimônio Líquido";2994121
2016;13781;"SAO CARLOS EMPREEND E PARTICIPACOES S.A.";"Patrimônio Líquido";1323260
2016;21121;"SUL AMERICA S.A.";"Patrimônio Líquido";5026780
2016;22616;"BCO BTG PACTUAL S.A.";"Patrimônio Líquido";17035050
2016;13366;"HAGA S.A. INDUSTRIA E COMERCIO";"Patrimônio Líquido";-81572277
2016;21202;"VIX LOGÍSTICA S/A";"Patrimônio Líquido";564532
2016;9512;"PETROLEO BRASILEIRO S.A. PETROBRAS";"Patrimônio Líquido";250230000
2016;8087;"LOJAS AMERICANAS S.A.";"Patrimônio Líquido";1990456
2016;7811;"JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";528376
2016;22829;"CIMENTO TUPI S.A.";"Patrimônio Líquido";-175850
2016;6505;"VIA VAREJO S.A.";"Patrimônio Líquido";2808000
2016;4030;"CIA SIDERURGICA NACIONAL";"Patrimônio Líquido";6194528
2016;8893;"MONTEIRO ARANHA S.A.";"Patrimônio Líquido";1304043
2016;11207;"TECNOSOLO ENGENHARIA S.A. - EMPRESA EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";16873
2016;20028;"VALID SOLUÇÕES S.A.";"Patrimônio Líquido";980721
2016;6700;"HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-77789
2016;11070;"WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.";"Patrimônio Líquido";422893
2016;18465;"ULTRAPAR PARTICIPACOES S.A.";"Patrimônio Líquido";8527623
2016;24180;"IRB - BRASIL RESSEGUROS S.A.";"Patrimônio Líquido";3328217
2016;10880;"SONDOTECNICA ENGENHARIA SOLOS S.A.";"Patrimônio Líquido";56404
2016;9989;"REFINARIA DE PETROLEOS MANGUINHOS S.A.";"Patrimônio Líquido";-2154064
2016;11231;"TEKNO S.A. - INDUSTRIA E COMERCIO";"Patrimônio Líquido";188071
2016;3328;"CIA HIDRO ELÉTRICA DO SÃO FRANCISCO";"Patrimônio Líquido";12581866
2016;4170;"VALE S.A.";"Patrimônio Líquido";127240523
2016;3980;"GERDAU S.A.";"Patrimônio Líquido";24028136
2016;11592;"UNIPAR CARBOCLORO S.A.";"Patrimônio Líquido";1081748
2016;24295;"PETROBRAS DISTRIBUIDORA S/A";"Patrimônio Líquido";7410000
2016;23302;"QUALITY SOFTWARE S.A.";"Patrimônio Líquido";25902964
2016;23817;"BRQ SOLUCOES EM INFORMATICA S.A.";"Patrimônio Líquido";71806
2016;4820;"BRASKEM S.A.";"Patrimônio Líquido";2738590
2016;20710;"LOG-IN LOGISTICA INTERMODAL S.A.";"Patrimônio Líquido";189933
2016;23590;"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.";"Patrimônio Líquido";115814
2016;15458;"EMBPAR PARTICIPAÇÕES S/A";"Patrimônio Líquido";133993
2016;24058;"CENTRO DE IMAGEM DIAGNOSTICOS S.A.";"Patrimônio Líquido";1173600
2016;6815;"IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL";"Patrimônio Líquido";-811126
2016;20524;"EVEN CONSTRUTORA E INCORPORADORA S.A.";"Patrimônio Líquido";2126938
2016;20346;"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.";"Patrimônio Líquido";758956
2016;4774;"CONSTRUTORA LIX DA CUNHA S.A.";"Patrimônio Líquido";23136
2016;14826;"CIA BRASILEIRA DE DISTRIBUICAO";"Patrimônio Líquido";9860000
2016;22470;"MAGAZINE LUIZA S.A.";"Patrimônio Líquido";621586
2016;20877;"HELBOR EMPREENDIMENTOS S.A.";"Patrimônio Líquido";1395700
2016;21440;"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.";"Patrimônio Líquido";1681063
2016;12190;"BOMBRIL S.A.";"Patrimônio Líquido";-273409
2016;19836;"COSAN S.A.";"Patrimônio Líquido";8965606
2016;11762;"VULCABRAS S.A.";"Patrimônio Líquido";51637
2016;21334;"NUTRIPLANT INDUSTRIA E COMERCIO S.A.";"Patrimônio Líquido";-11248
2016;20494;"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A";"Patrimônio Líquido";2734937
2016;20516;"SAO MARTINHO S.A.";"Patrimônio Líquido";2648365
2016;13471;"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.";"Patrimônio Líquido";-185104
2016;22020;"JSL S.A.";"Patrimônio Líquido";608989
2016;19992;"TOTVS S.A.";"Patrimônio Líquido";1221188
2016;12262;"JPSP INVESTIMENTOS E PARTICIPAÇÕES S/A";"Patrimônio Líquido";53650
2016;12530;"ITAUTEC S.A. - GRUPO ITAUTEC";"Patrimônio Líquido";56349
2016;5770;"EUCATEX S.A. INDUSTRIA E COMERCIO";"Patrimônio Líquido";1201220
2016;7510;"INDUSTRIAS ROMI S.A.";"Patrimônio Líquido";599962
2016;1694;"BICICLETAS MONARK S.A.";"Patrimônio Líquido";185980
2016;20125;"ODONTOPREV S.A.";"Patrimônio Líquido";693602
2016;14346;"WHIRLPOOL S.A.";"Patrimônio Líquido";2409961
2016;21199;"BCO PAN S.A.";"Patrimônio Líquido";3684323
2016;9393;"PARANAPANEMA S.A.";"Patrimônio Líquido";257010
2016;8575;"MAHLE-METAL LEVE S.A.";"Patrimônio Líquido";1230835
2016;10472;"SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";491822
2016;8672;"JEREISSATI PARTICIPACOES S.A.";"Patrimônio Líquido";1429392
2016;12319;"INDUSTRIAS J B DUARTE S.A.";"Patrimônio Líquido";-8290
2016;12793;"FIBRIA CELULOSE S.A.";"Patrimônio Líquido";13751074
2016;9067;"SUZANO HOLDING S.A.";"Patrimônio Líquido";3467541
2016;3654;"CIA MELHORAMENTOS DE SAO PAULO";"Patrimônio Líquido";895626
2016;906;"BCO BRADESCO S.A.";"Patrimônio Líquido";105302444
2016;1384;"BCO ALFA DE INVESTIMENTO S.A.";"Patrimônio Líquido";1397726
2016;21881;"FLEURY S.A.";"Patrimônio Líquido";1535725
2016;1520;"BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";321011
2016;19348;"ITAU UNIBANCO HOLDING S.A.";"Patrimônio Líquido";122582000
2016;14320;"USINAS SID DE MINAS GERAIS S.A.-USIMINAS";"Patrimônio Líquido";13535740
2016;4723;"CONSTRUTORA ADOLPHO LINDENBERG S.A.";"Patrimônio Líquido";22346
2016;20885;"BCO INDUSVAL S.A.";"Patrimônio Líquido";490355
2016;8397;"MANGELS INDUSTRIAL S.A.";"Patrimônio Líquido";-293428
2016;16306;"ROSSI RESIDENCIAL S.A.";"Patrimônio Líquido";714635
2016;9040;"NADIR FIGUEIREDO IND E COM S.A.";"Patrimônio Líquido";299228
2016;10456;"ALPARGATAS S.A.";"Patrimônio Líquido";1976023
2016;4448;"COBRASMA S.A.";"Patrimônio Líquido";-7727591
2016;8427;"MANUFATURA DE BRINQUEDOS ESTRELA S.A.";"Patrimônio Líquido";-392417
2016;2100;"CAMBUCI S.A.";"Patrimônio Líquido";-36129
2016;5762;"ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";459633
2016;11932;"IOCHPE MAXION S.A.";"Patrimônio Líquido";1783985
2016;12823;"SIDERURGICA J. L. ALIPERTI S.A.";"Patrimônio Líquido";277133
2016;22055;"MARISA LOJAS S.A.";"Patrimônio Líquido";1011636
2016;11975;"AZEVEDO E TRAVASSOS S.A.";"Patrimônio Líquido";5867
2016;1562;"BAUMER S.A.";"Patrimônio Líquido";89604
2016;19623;"DIAGNOSTICOS DA AMERICA S.A.";"Patrimônio Líquido";2860034
2016;7617;"ITAÚSA S.A.";"Patrimônio Líquido";47729000
2016;3190;"REDE ENERGIA PARTICIPAÇÕES S.A.";"Patrimônio Líquido";2908483
2016;5258;"RAIA DROGASIL S.A.";"Patrimônio Líquido";2909787
2016;20567;"BCO PINE S.A.";"Patrimônio Líquido";1173513
2016;20796;"BCO DAYCOVAL S.A.";"Patrimônio Líquido";2712820
2016;21466;"BANCO RCI BRASIL S.A.";"Patrimônio Líquido";1324224
2016;20451;"RNI NEGÓCIOS IMOBILIÁRIOS S.A.";"Patrimônio Líquido";734483
2016;20702;"VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-509494
2016;20931;"MINERVA S.A.";"Patrimônio Líquido";520623
2016;21032;"ALGAR TELECOM S/A";"Patrimônio Líquido";1075826
2016;21148;"CONSTRUTORA TENDA S.A.";"Patrimônio Líquido";1049126
2016;19550;"NATURA COSMETICOS S.A.";"Patrimônio Líquido";996385
2016;14460;"CYRELA BRAZIL REALTY S.A.EMPREEND E PART";"Patrimônio Líquido";6013556
2016;24171;"ATACADÃO S.A.";"Patrimônio Líquido";7502000
2016;23280;"OURO VERDE LOCACAO E SERVICO S.A.";"Patrimônio Líquido";190506
2016;14311;"CIA PARANAENSE DE ENERGIA - COPEL";"Patrimônio Líquido";14864165
2016;11312;"OI S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";11664609
2016;7595;"INEPAR S.A. INDUSTRIA E CONSTRUCOES";"Patrimônio Líquido";-937055
2016;14761;"CIA HERING";"Patrimônio Líquido";1209407
2016;20362;"POSITIVO TECNOLOGIA S.A.";"Patrimônio Líquido";559245
2016;11223;"TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-1309737
2016;4146;"KARSTEN S.A.";"Patrimônio Líquido";-209315
2016;20141;"CREMER SA";"Patrimônio Líquido";152546
2016;3549;"CIA INDUSTRIAL SCHLOSSER S.A.";"Patrimônio Líquido";-177736
2016;7544;"TEXTIL RENAUXVIEW S.A.";"Patrimônio Líquido";-464809
2016;13773;"PBG S/A";"Patrimônio Líquido";238448
2016;2461;"CENTRAIS ELET DE SANTA CATARINA S.A.";"Patrimônio Líquido";2075843
2016;5410;"WEG S.A.";"Patrimônio Líquido";5962874
2016;6343;"TUPY S.A.";"Patrimônio Líquido";2007132
2016;5207;"DOHLER S.A.";"Patrimônio Líquido";510885
2016;11991;"WETZEL S.A. EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";-143493
2016;14664;"SCHULZ S.A.";"Patrimônio Líquido";456788
2016;8753;"METISA METALURGICA TIMBOENSE S.A.";"Patrimônio Líquido";211494127
2016;19658;"POMIFRUTAS S/A";"Patrimônio Líquido";-41681
2016;13285;"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP";"Patrimônio Líquido";457475
2016;3298;"CIA HABITASUL DE PARTICIPACOES";"Patrimônio Líquido";463206
2016;6211;"FRAS-LE S.A.";"Patrimônio Líquido";772136
2016;5312;"MUNDIAL S.A. - PRODUTOS DE CONSUMO";"Patrimônio Líquido";-60479
2016;8451;"MARCOPOLO S.A.";"Patrimônio Líquido";1836409
2016;9539;"PETTENATI S.A. INDUSTRIA TEXTIL";"Patrimônio Líquido";143495466
2016;14109;"RANDON S.A. IMPLEMENTOS E PARTICIPACOES";"Patrimônio Líquido";1413157
2016;20745;"SLC AGRICOLA S.A.";"Patrimônio Líquido";2451035
2016;20060;"LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL";"Patrimônio Líquido";44611
2016;12653;"KLABIN S.A.";"Patrimônio Líquido";7100336
2016;13030;"CONSTRUTORA SULTEPA S.A.";"Patrimônio Líquido";240664
2016;19615;"GRENDENE S.A.";"Patrimônio Líquido";2921998
2016;13765;"MINUPAR PARTICIPACOES S.A.";"Patrimônio Líquido";-267329
2016;20532;"BCO SANTANDER (BRASIL) S.A.";"Patrimônio Líquido";84087055
2016;22780;"UNICASA INDÚSTRIA DE MÓVEIS S.A.";"Patrimônio Líquido";174229
2016;12572;"RECRUSUL S.A.";"Patrimônio Líquido";-81636
2016;24201;"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS";"Patrimônio Líquido";333114
2016;7870;"KEPLER WEBER S.A.";"Patrimônio Líquido";468852
2016;4537;"GRAZZIOTIN S.A.";"Patrimônio Líquido";459291753
2016;8192;"TREVISA INVESTIMENTOS S.A.";"Patrimônio Líquido";99172
2016;9342;"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS";"Patrimônio Líquido";381650
2016;8656;"METALURGICA GERDAU S.A.";"Patrimônio Líquido";8584763
